所属板块,板块涨跌幅,主力净流入,主力净流入占比,资金排名,板块资金标签,隔夜建议,板块股票数,板块上涨数,板块平均涨跌幅,龙头涨幅,板块广度,板块近5日平均涨幅,板块近5日样本数,板块近5日排名,板块当日资金排名,板块数据状态,生成时间,板块轮动状态,板块操作建议,DS盘面判断,DS操作指引,DS风险提示,DS固定持仓提示,DS状态
化学制品,0.65,-336575616.0,-3.15,455,资金流出,涨但资金未跟，谨慎,72,15,-1.8,10.02,20.83,-0.14,72,50,455,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
国防军工,0.72,-338735456.0,-2.65,456,资金流出,涨但资金未跟，谨慎,113,25,-1.63,10.01,22.12,-0.38,113,54,456,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
黄金,-2.36,-356508176.0,-8.38,460,资金流出,资金未去，避免隔夜,10,0,-3.9,-1.45,0.0,2.21,10,23,460,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
汽车,0.72,-378144032.0,-2.05,461,资金流出,涨但资金未跟，谨慎,124,19,-2.26,14.19,15.32,-3.19,124,144,461,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
铜,-0.31,-466952240.0,-8.17,465,资金流出,资金未去，避免隔夜,17,3,-3.27,1.42,17.65,3.18,17,19,465,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
贵金属,-2.02,-483467008.0,-8.78,466,资金流出,资金未去，避免隔夜,3,0,-2.94,-1.27,0.0,-2.25,3,109,466,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
电子化学品Ⅱ,-2.11,-513216880.0,-5.55,468,资金流出,资金未去，避免隔夜,33,9,-2.26,13.29,27.27,4.5,33,11,468,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
非银金融,0.03,-757306560.0,-7.53,477,资金流出,涨但资金未跟，谨慎,55,8,-0.94,5.15,14.55,-0.66,55,58,477,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
印制电路板,-1.22,-832815328.0,-4.87,478,资金流出,资金未去，避免隔夜,44,16,-1.3,9.97,36.36,9.76,44,3,478,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
电池,-0.39,-870992272.0,-6.97,479,资金流出,资金未去，避免隔夜,43,13,-0.82,10.01,30.23,1.51,43,29,479,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
营销代理,0.73,-884214880.0,-7.12,480,资金流出,涨但资金未跟，谨慎,25,2,-1.89,1.85,8.0,-4.06,25,167,480,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
广告营销,0.62,-907165632.0,-7.07,481,资金流出,涨但资金未跟，谨慎,3,0,-2.41,-0.9,0.0,-3.68,3,154,481,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
玻纤制造,-4.26,-1078911792.0,-11.79,485,资金流出,资金未去，避免隔夜,8,2,-1.44,3.52,25.0,9.0,8,4,485,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
建筑材料,0.19,-1097922160.0,-9.99,487,资金流出,涨但资金未跟，谨慎,54,5,-2.28,6.72,9.26,-1.22,54,74,487,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
通信,0.89,-1166717440.0,-2.88,488,资金流出,涨但资金未跟，谨慎,82,25,-1.17,10.0,30.49,1.99,82,28,488,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
传媒,0.74,-1180480448.0,-4.48,489,资金流出,涨但资金未跟，谨慎,35,13,0.85,20.04,37.14,1.1,35,35,489,谨慎,2026-09-07 09:26:20,冲高分歧,追高谨慎,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
消费电子,-0.07,-1555824848.0,-7.75,492,资金流出,资金未去，避免隔夜,87,24,-1.19,12.5,27.59,1.33,87,31,492,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
数字芯片设计,-1.62,-3468898560.0,-6.76,494,资金流出,资金未去，避免隔夜,51,20,-0.75,6.96,39.22,3.9,51,16,494,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
半导体,-2.3,-6850149632.0,-6.59,495,资金流出,资金未去，避免隔夜,118,36,-1.27,19.98,30.51,4.0,118,15,495,回避,2026-09-07 09:26:20,资金流出,降权回避,电网、游戏、软件等板块获主力流入，但轮动状态多为观察，持续性待确认；被动元件低位轮动，资金流入…,关注电网设备、风电设备等资金流入且涨幅居前板块，可轻仓试探；被动元件等回踩确认后再介入，避免追…,数字芯片、半导体等板块资金大幅流出，跌幅风险高，坚决回避；市场整体轮动快，谨防冲高回落。,大为股份、融捷股份、捷捷微电所属板块资金流出，建议降权或减仓，等待企稳信号。,success
